title,url,price,p
"Металдетектор-металотърсач. Има клипче!",https://www.alo.bg/8489714,250 лв.,"Нов, неупотребяван модел. Антена 25 см. Маскировъчен лицев панел. Захранване 2 батерии по 9 волта. Включени са в комплекта. За монети до 30 см. Пращам само по Еконт с опция за преглед и тест. Може и п.."
"Металотърсач. Клипче на уреда! Модел MD 990",https://www.alo.bg/7937013,250 лв.,"Нова, неупотребявана, дълбока машина. Модел MD990. С антена 26 см. Честота 8 кх. Захранване 2 батерии по 9 в, но работи и само с 1 бат. без загуба на дълбочина. Към комплекта са включени две алкални б.."
"Aнтена 31 x 33см за металотърсач TX-850",https://www.alo.bg/8487886,199 лв.,"Aнтена 31 x 33см за металотърсач TX-850 Coil-33 Използвайки я, ще може да претърсвате на по-големи дълбочини и на по-голяма широчина за разлика от фабричната антена с която идва. С бавни движения.."
"металдетектор металотърсач скенер локатор дистанционен за злато",https://www.alo.bg/8850283,540 лв.,"Нов последен модел месец юни 2023 Вграден елиминатор!! Инфрачервено насочване Професионален високотехнологичен последен модел за търсене само и единственно за злато, включително самородно ( речн.."
"Бюджетен металотърсач за злато, сребро и други метали с подобрена антена и регулируем тракер",https://www.alo.bg/7954999,139 лв.,"Бюджетен металотърсач за злато и други метали с подобрена антена GTX5030 Перфектен за търсете на златни и сребърни бижута, монети и други метали като алуминий, мед и т.н. Подобрена версия на модел.."
"Металотърсач / Металдетектор - ръчен (пинпойнтер)",https://www.alo.bg/7841069,42 лв.,"Ръчен металдетектор (пинпойнтер) - това е презицен уред с 360° обхват. Удобен и лесен за употреба. Уредът е устойчив на вода и прах (по стандарт IP66). Това позволява да бъде използван при всякакви ус.."
"Спирала за захващане на пинпойнтер против изгубване на открито",https://www.alo.bg/7961022,4.90 лв.,"Код на продукта: ACC-ROPE Спирала за захващане на пинпойнтер против изгубване Спецификации: Материал: TPU + метал Добра еластичност, водоустойчива, устойчива на ръжда. Цвят: оранжев Дълж.."
"Влагоустойчив металотърсач пинпойнтер GP-pointerII за откриване на предмети - Оранжев цвят",https://www.alo.bg/8006026,82 лв.,"GP-POINTER II е металотърсач пинпойнтер предназначен за прецизно определяне на подземни метални предмети (черни и цветни) във всякакви терени. С водоустойчивост клас IP 66 (MIL STD 810 F) този металде.."
"Металотърсач с 3 или 2 антени по избор!",https://www.alo.bg/8715230,400 лв.,"Нов, неупотребяван професионален уред за търсене на злато, бижута, монети и други. Модела е TX850L. Това е подобрения модел на TX850 с новия стик и добавена подсветка на дисплея. Честота 19.2 килохе.."
"Металдетектор-металотърсач. Клипче! Модел MD 64-50",https://www.alo.bg/8323053,350 лв.,"Модел MD 6450. Може да работи и само за злато! Нов, неупотребяван металотърсач. С антена 28 см. Захранване- 4 батерии по 1.5 в. Включени алкални батерии. За монети- 30-35 см. За големи метали над .."
"Интелигентна WIFI IP камера въртяща се 360° FULL HD с нощно виждане",https://www.alo.bg/7790717,28 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ. За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка предлагаме и карти памет:.."
"Скрити Камери",https://www.alo.bg/6142504,79.90 лв.,"ВИЖТЕ ВСИЧКИТЕ МИ ОБЯВИ В ПРОФИЛА ОТ ШПИОНСКИ МАГАЗИН- СКРИТИ КАМЕРИ, ДЕТЕКТИВСКИ УСЛУГИ И ПОДСЛУШВАНЕ И ПРОСЛЕДЯВАНЕ НА ТЕЛЕФОНИ ВСЕКИ ОТ ИЗБРОЕНИТЕ ТУК ПРОДУКТИ, МОЖЕТЕ ДА ГО РАЗГЛЕДАТЕ С ПЪЛНИТЕ.."
"СКРИТИ WiFi IP КАМЕРИ в различни устройства и предмети",https://www.alo.bg/5549008,79.90 лв.,"ВИЖТЕ ВСИЧКИТЕ МИ ОБЯВИ ОТ ШПИОНСКИ МАГАЗИН- СКРИТИ КАМЕРИ, ДЕТЕКТИВСКИ УСЛУГИ И ПОДСЛУШВАНЕ И ПРОСЛЕДЯВАНЕ НА ТЕЛЕФОНИ СКРИТИ WiFi IP КАМЕРИ в различни устройства и предмети Професионално вграж.."
"Ловни камери HC-SUNTEK с инфраред за нощно водео имейл ммс водоустойчиви",https://www.alo.bg/7778763,79.90 лв.,"Предлагаме над 10 модела камери със инфраред за нощно заснемане, водоустойчиви https://youtu.be/WV0Tbm4Byy0 Ще Ви окажем пълно съдействие с необходимите настройки за работа с камерите, които пре.."
"Ловна камера PR700 20MP 1080P 120°Автоматичо нощно виждане",https://www.alo.bg/8197766,95 лв.,"https://youtu.be/WImbIq1_TZ8 Предлагаме голямо разнообразие, над 10 модела ловни камери! МОЖЕМ ДА ВИ СЪДЕЙСТАМЕ ЗА НАЙ ДОБРИЯ ИЗБОР СПОРЕД ВАШИТЕ НУЖДИ И ПРЕДПОЧИТАНИЯ НЕ СЕ КОЛЕБАЙТЕ ДА НИ ПОЗВЪ.."
"Ловна камера suntek HC-801М с инфраред сензор за нощно заснемане, водоустойчива",https://www.alo.bg/7531926,169.90 лв.,"https://youtu.be/YfH7wmOLuJY В НАЛИЧНОСТ 8-МОДЕЛА КАМЕРИ! Ще Ви окажем пълно съдействие с необходимите настройки за работа с камерите, които предлагаме, както и консултация при избора на подхо.."
"Ловна камера ново поколение HC-4G LTE Suntek HC-810 PLUS/812 PRO Live",https://www.alo.bg/8754355,289 лв.,"Предлагаме над 10 модела камери! Ще ви съдействаме за правилния избор и настройки. Описание Suntek HC 801 4G / HC-810 PLUS series и Suntek HC-812 PRO NEW сa водоустойчиви автономни 4G plus LTE .."
"Камери за видеонаблюдение 4 бр AHD 5 mpx",https://www.alo.bg/7804388,150 лв.,"Камери за видеонаблюдение 4 бр. AHD висока резолюция SONY матрица 5 мр. Комлект ДВР и кабели готов за наблюдение вие сами можете да си го монтирате. Наблюдение през интернет или телефон. Запис на хард.."
"Подслушвателна Техника",https://www.alo.bg/6142462,199 лв.,"ВИЖТЕ ВСИЧКИТЕ МИ ОБЯВИ В ПРОФИЛА ОТ ШПИОНСКИ МАГАЗИН- СКРИТИ КАМЕРИ, ДЕТЕКТИВСКИ УСЛУГИ И ПОДСЛУШВАНЕ И ПРОСЛЕДЯВАНЕ НА ТЕЛЕФОНИ ВСЕКИ ОТ ИЗБРОЕНИТЕ ТУК ПРОДУКТИ, МОЖЕТЕ ДА ГО РАЗГЛЕДАТЕ С ПЪЛНИТЕ.."
"Анти шпионски услуги",https://www.alo.bg/8958411,199 лв.,"Професионална проверка за наличие и откриване на всички видове: - СКРИТИ безжични ПОДСЛУШВАТЕЛНИ УСТРОЙСТВА - без значение къде, как и от кого са монтирани, принципа, обхвата и честотният им спектър.."
"WiFi ip КАМЕРА в химикал за изпити",https://www.alo.bg/9012551,199 лв.,"Това е най-нов модел луксозен бизнес химикал със скрито вградена Wi-Fi IP камера и 1920x1080 резолюция за кристална картина и 100° ъгъл за детайлно гледане. Абсолютно дискретен, с нищо небудещ няк.."
"ВГРАДЕНА IP WI-FI Камера в зарядно у-во",https://www.alo.bg/5898331,169 лв.,"ВИЖТЕ ВСИЧКИТЕ МИ ОБЯВИ ОТ ШПИОНСКИ МАГАЗИН- СКРИТИ КАМЕРИ, ДЕТЕКТИВСКИ УСЛУГИ И ПОДСЛУШВАНЕ И ПРОСЛЕДЯВАНЕ НА ТЕЛЕФОНИ ВГРАДЕНА IP WI-FI Камера в зарядно у-во Това е най-нов модел реално зарядн.."
"Водоустойчив ендоскоп 2 метра, φ5.5мм за Андроид и windows",https://www.alo.bg/7246648,21.99 лв.,"ПРЕХОДНИК ЗА TYPE C - 2 лв. Ендоскоп с дължина 1 метър - 15.99 лв. Ендоскоп с дължина 1.5 метра - 17.99 лв. Ендоскоп с дължина 2 метра - 21.99 лв. Ендоскоп с дължина 3.5 метра - 25.99 лв. .."
"Камера и монитор за задно виждане и паркиране на автомобил и трактор",https://www.alo.bg/6478307,80 лв.,"Камера с ЛЕД осветителни диоди за дневно и нощно виждане и задно паркиране. С кабел 6м = 80лв, с 10м =92лв и 15м =98лв Монитор 4 инча /10.16см/ на течни кристали, цветен. Конструкцията на монитора .."
"транспортна чанта за екшън камера",https://www.alo.bg/8860408,60 лв.,"Два броя транспортни чанти за екшън камера заедно с два селфи стика. Цената е за всичко заедно. За Пловдив може и лично предаване."
"Куполна камера тип крушка 2MP Full HD 360°, камера крушка",https://www.alo.bg/9005446,36 лв.,"Иновативна Куполна камера тип крушка с ъгъл на видимост 360° и вграден микрофон е идеален продукт Подходяща за скрито видеонаблюдение, наблюдение на дома, офиса или търговски обекти. Куполна камера.."
"A9 мини WiFi HD 1080p камера за онлайн видеонаблюдение и запис",https://www.alo.bg/8967020,23 лв.,"Описание на продукта: Отлична възможност да увеличите сигурността на вашият дом, вила, офис, склад и предприятие с Висококачествен видеозапис докато сте на работа или на почивка: Малката камера A9.."
"Tuya WiFi Датчик / Смарт сензор за наводнение / теч на вода",https://www.alo.bg/8971627,25 лв.,"Tuya WiFi Сензор за изтичане на вода, Смарт Детектор за предупреждение за наводнение, защита на сигурността на дома чрез Smart Life. Изключително полезен в случаи, когато водоснабдяването е спряно, за.."
"WiFi, водоустойчив, смарт домашен звънец Fuers LED, Мелодии за Добре дошли!",https://www.alo.bg/8974668,21.99 лв.,"Описание на продукта: WiFi, водоустойчив, смарт домашен звънец Fuers LED, Мелодии за Добре дошли! Характеристика: Този интелигентен безжичен звънец използва усъвършенствана, висококачестве.."
"+ карта памет 64GB Безжична IP камера 5 MP нощно виждане водоустойчива",https://www.alo.bg/8188131,55 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка: + карта памет 64GB Безжична.."
"ICSEE IP камера 5MP с 2 антени и цветно нощно виждане",https://www.alo.bg/7804581,50 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка: предлагаме и карти памет:.."
"2 броя комплект с Icsee камери 5мп, цветно нощно виждане",https://www.alo.bg/7275048,100 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка: 2 броя комплект с Icsee к.."
"+ карта 64GB Комплект Външна въртяща се 4G камера C15H-4G със СИМ карта",https://www.alo.bg/8547884,85 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка: + карта 64GB Външна въртя.."
"+ карта 64GB 8mp ICSEE IP Wi-FI Куполна камера + адаптер Smart Sphere нощно виждане",https://www.alo.bg/9131046,65 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка: КОМПЛЕКТ ICSEE IP Wi-FI К.."
"8mp ICSEE IP Wi-FI Куполна камера + адаптер Smart Sphere нощно виждане",https://www.alo.bg/9128746,50 лв.,"ЕЛЕКТРОНЕН МАГАЗИН РАБОТИМ С ДОСТАВКА ЧРЕЗ ЕКОНТ За БЪРЗА поръчка В САЙТА може да напишете съобщение с: - Имена: - АДРЕС или ОФИС на еконт: - Телефон за връзка: SD карта Памет 64GB (20,0.."
"Wifi IP Е27 Камера за видеонаблюдение с нощно виждане тип крушка",https://www.alo.bg/9107054,34.99 лв.,"Wifi IP Е27 Камера за видеонаблюдение и аудио на открито с нощно виждане, 4X цифрово увеличение, AI проследяване на движението, PTZ CCTV мониторинг за сигурност. Описание • 4X цифрово увеличени.."
"КОМПЛЕКТ + 64GB карта памет Нов модел 6MP - YCC365(PLUS) SMART SPHERE 28LED WI-FI Охранителна камера",https://www.alo.bg/8560736,65 лв.,"ОНЛАЙН МАГАЗИН! За поръчката оставете съобщение тук или позвънете по телефона ТОП АРТИКУЛ! ПРОМОЦИОНАЛНА ЦЕНА! АРТИКУЛ: в наличност СЪСТОЯНИЕ: ново + 64GB NEW МОДЕЛ 6MP - SMART SPHERE 2.."
"Камери / видеонаблюдение / външна камера",https://www.alo.bg/8845848,55 лв.,"❗ЕЛЕКТРОУСЛУГИ❗ Предлагаме монтаж и настройка на външни камери за видеонаблюдение. Камерата позволява управление в реално време през телефона. Предлагаме и други електроуслуги! Ако имате инте.."
"Въртящи се безжични WIFI IP камери 4к резолюция 6.0MP LEND, 3.6MM ФОКУС",https://www.alo.bg/8540350,55 лв.,"Свързаност - безжично през WiFi 2.4g b,g,n до 50 метра в зависимост от сградите, жично през LAN/UTP/ кабел. Нови 4к резолюция 6 МР. Подръжка на ONVIF протокол /камерата може да бъде звързана към мре.."
"Промоция. Видеонаблюдение DAHUA промопакет.",https://www.alo.bg/3563872,299 лв.,"Фирма предлага: AHD DVR 4 канала 1080N,HDIM, Хибрид 5в1 AHD, TVI, Analog,IP. 4*1080N@25fps, 2*AHD 1080N + 2*IP, 8*IP, МЕНЮ НА БЪЛГАРСКИ, H.264, Пентаплекс, Smart cloud, ONVIF, Отдалечено наблюде.."
"Samsung NX1000 Digital Compact System Camera - White (20.3MP, 20-50mm Lens Kit) 3.0 inch LCD",https://www.alo.bg/9149483,199 лв.,"Samsung NX1000 Digital Compact System Camera White (20.3MP, 20-50mm Lens Kit) 3.0 inch LCD Апарата е със много добро качество има 2 бр. батерии и във комплект както е купуван - СМОS сензор 2.."
"Професионална ТЕРМОКАМЕРА за телефон или таблет",https://www.alo.bg/8333616,499 лв.,"Професионална компактна ТЕРМОКАМЕРА за телефон или таблет. Режим термална и нормална камера едновременно. Всички снимки освен две са направени лично. Приложение: ВиК, електричество и ел. инсталаци.."
"Sony Cybershot HX9v",https://www.alo.bg/8749158,250 лв.,"Фотоапарата работи безупречно. Без следи от употреба по корпуса и дисплея. Lens 16x optical zoom (35 mm equivalent: 24 - 384 mm) f/3.3 - f/5.9 Resolution 16.2 million pixels Sensor size 1/2.3 S.."
"Чисто нов DSLR фотоапарат Nikon D3500 с гаранция",https://www.alo.bg/8374095,659.99 лв.,"Чисто нов DSLR фотоапарат (тяло без обектив) Nikon D3500 с направени около 300 тестови кадъра! Страхотно изпълнение на модела, изключително удобнен и компактно тяло, удобни функционалности, чудесн.."
"Зенит-Е специална колекция",https://www.alo.bg/7858596,95 лв.,"Продавам Зенит с обектив Индустар-50-2 от специалната колекция на Олимпийските игри в Москва Включен кожен калъф и светкавица."
"3бр. ретро фотоапарати",https://www.alo.bg/7858612,40 лв.,"3бр. ретро фотоапарати. Polaroid joycam 95 film captiva vision 500 Skina sk-107 Rikon AW-303"
"Дигитален детски фотоапарат КLG W390, Дигитална камера за снимки и видео",https://www.alo.bg/9014729,23.90 лв.,"Дигитален детски фотоапарат - подходящ подарък за рожден ден. Страхотен подарък, изключително симпатичен. Подарете на детето си забавление. Красив външен вид, сладък дизайн, любим на децата. ост.."
"Фотоапарат Canon със дефект",https://www.alo.bg/5576160,50 лв.,"Продавам употребяван цифров фотоапарат Canon Digital IXUS 70, наследник на популярната линия фотоапарати, събира най-добрите характеристики на своите предшественици. Той е направен в елегантно, лакони.."
"обектив Sigma 28-80mm F/3.5-5.6 D II Macro",https://www.alo.bg/9149763,60 лв.,"добро състояние вижте снимките"
"фотоапарат Voigtlander anistagmat 1/6.3",https://www.alo.bg/9149761,100 лв.,"добро състояние с леко забележки щрака работи вижте снимките"
"фотоапарат nikon f55",https://www.alo.bg/9149759,60 лв.,"добро външно състояние но има проблем не работи на всички позиции щрака само на позиция М"
"фотоапарат photax boyer",https://www.alo.bg/9149758,30 лв.,"добро състояние с калъф вижте снимките"
"фотоапарат Polaroid Impulse",https://www.alo.bg/9149756,35 лв.,"добро състояние не е пробван за работа вижте снимките"
"Цифрова камера фотоапарат Panasonic Lumix",https://www.alo.bg/7188054,80 лв.,"Апаратът е в перфектно състояние- като нов. Отлични технически показатели. Прави невероятни снимки Цифров и оптичен zoom Само батерията вече е за смяна"
"Обектив Nikon NIKKOR 18-140mm + подаръци",https://www.alo.bg/9091824,750 лв.,"AF-S DX NIKKOR 18-140mm f/3.5-5.6G ED VR Обективът е в отлично състояние - визуално и технически. Закупен е през 2017 година. Винаги е пазен и използван внимателно. Не е удрян, не е изтърван,.."
"фотоапарат polaroid vision",https://www.alo.bg/9149755,35 лв.,"добро състояние не е пробван дали работи вижте снимките"
"фотоапарат Chinon ES-3000",https://www.alo.bg/9149753,40 лв.,"добро състояние работи няма карта има забележки външни разгледайте снимките"
"ПРОМОЦИЯ! Оригинална видео камера JVC GR-D20EK закупенa от Англия с БАТЕРИЯ",https://www.alo.bg/8559146,85 лв.,"ПРОМОЦИЯ! Оригинална видео камера JVC GR-D20EK закупенa от Англия с БАТЕРИЯ Kaмерата е като нова, не е ползвана. Разбира се това личи по нея, както и по ”коланчетата”. Оригинално захранване и батер.."
"Фотоапарати Разпродажба kodak и др",https://www.alo.bg/6113317,20 лв.,"20 лв за всички 4 бр"
"фотоапарат Revue AC3 тяло",https://www.alo.bg/8523279,40 лв.,"добро състояние работи добре липсва емблемата отпред вижте снимките"
"JVC GY-HM700E професионална камера само 218 часа",https://www.alo.bg/6276548,3 697 лв.,"JVC GY-HM700E в идеално состояние с обектив Canon Image Sensor: 3 x 1/3” 2.2MP CMOS sensors Effective resolution - 2.07MP Synchronization System: Internal / external Sensitivity: f/11 (60 Hz) / .."
"Sony VG C77AM грип като нов",https://www.alo.bg/9004824,57 лв.,"Продавам Sony VG C77AM оригинал малко използвана. Подходяща за Sony Alfa 77M2 и Sony A99M2. Изпращам по Спиди и Еконт с преглед и тест. В фирмена кутия."
"Logocam ZOOM Pro осветление за видеозаснимане като нов",https://www.alo.bg/8771694,139 лв.,"Продавам Logocam ZOOM Pro като нов, без забележки с пълен комплект от производител. Закупен в Русия преди една година. Изпълзван за ТВ заснимане. Не сватби! Характеристики на Logocam ZOOM Pro: има в.."
"3.9 мм ендоскоп (и WiFi)-водоустойчив, висококачествен-USB/microUSB/C",https://www.alo.bg/6589582,69 лв.,"Промоция ултра тънка 3.9 мм висококачествена, водоустойчива USB/microUSB/typeC/WiFi ендоскоп камера 1200р с 5 или 10 метра удобен ТВЪРД (чуплив като тел) или МЕК кабел, метална глава и регулируемо LED.."
"АВТОФОКУС ендоскоп-професионален UltraHD, USB/typeC/WiFi",https://www.alo.bg/6846430,149 лв.,"Висококачествен, водоустойчив USB/microUSB/type-C/WiFi UltraHD ендоскоп с АВТОФОКУС, цифрово приближаване (увеличение), 10 метра удобен твърд кабел и мощно LED осветяване. Може да се използва с телефо.."
"Продавам фотоапарат CANON EOS 250D",https://www.alo.bg/8668105,990 лв.,"Продавам комплект- фотоапарат Canon EOS 250 D в комплект с 2 бр. батерия LP-E17, обектив Canon EFS 18-55 mm III, зарядно Canon и ремък Canon. Състояние-като нов, на по-малко от 300 кадъра, перфектен. .."
"Продавам фотоапарат Олимпус",https://www.alo.bg/8456195,45 лв.,"Фотоапаратът работи изрядно. Пазен е много, няма увреди. В отлично състояние. Продава се с всички аксесоари към него. Дадени са на снимката. Подходящ е и за начинаещи любители- фотографи. .."
"Фотоапарат лентов",https://www.alo.bg/8855860,60 лв.,"Работи, подходящ и за колекционери, от първата серия на ФЕД-4 с оргиналната метална касета за пренавиване на лентата."
"Фотоапарат Fujifilm Fine Pix S6500fd",https://www.alo.bg/6142626,220 лв.,"Продавам Fujifilm FinePix S6500fd Един от най-добрите компактни фотоапарати с голяма матрица в перфектно състояние, без дефекти и без забележими следи от употреба. Комплектът включва: тяло, предпазн.."
"Фотоапарат Sony A100 с обектив Sony 18-70",https://www.alo.bg/6142320,300 лв.,"Продавам Sony A100 с обектив Sony 18-70 Много добро състояние на фотоапарата и обектива. Комплект с 3бр. оригинални батерии, оригинално зарядно,compact flash карта 2GB, описание, ремък и предпазна кап.."
"Създаване на приложения и сайт C# Java C++ JavaScript PHP ASP.NET",https://www.alo.bg/9024022,,"Изработваме уеб сайтове, уеб магазини, уеб приложения и компютърни програми за WINDOWS на следните компютърни езици/технологии- C#, ASP.NET Java, C++, Html,css,Bootstrap,JavaScript+jQuery, Rea.."
"Компютърни услуги по домовете - поддръжка и сервиз нонстоп.",https://www.alo.bg/2268574,,"Компютърни конслутации и обучение. Инсталиране на WINDOWS, програми, сервиз и др. GPS и топографски карти за ПС и андроид. Възстановяване на информация от телефони, флашки, карти, хард дискове и.."
"Дигитализиране на видео касети.",https://www.alo.bg/7937127,,"Извършвам прехвърляне от видеокасети VHS, SVHS, mini DV, VHS-C, Video8, HI8, Digital8,Betamax или пък директно от ваша камера на дигитален носител по ваш избор-DVD диск или флаш памет. Извършвам дигит.."
"Ремонт на компютри, лаптопи и таблети",https://www.alo.bg/5871188,,"Инсталиране на операционни системи. Инстралиране на всякакъв вид софтуер - игри, програми, драйвери и др. Чистене на вируси. Ремонт и ъпгрейд на хардуер профилактика и др. Посещения по домовете, качес.."
"Ремонт, преинсталиране на лаптопи и настолни компютри.",https://www.alo.bg/6046772,,"Квалифициран сервиз предлага: • Ремонт и диагностика на настолни и преносими компютри • Почистване на настолни и преносими компютри • Възстановяване на изтрита, заличена, унищожена информаци.."
"Изработка на уеб сайт или онлайн магазин",https://www.alo.bg/7751533,,"Занимавам се с изработка и поддръжка на Wordpress сайтове от около10 години. Това са и някои от проектите ми: http://ecotelus.com/ https://svm-build.com/ https://machtec.eu/ https://mot.."
"Ремонт на лаптопи. Всички видове компютърни услуги",https://www.alo.bg/6193776,,"✅ОТОРИЗИРАН СЕРВИЗ НА ОФИС ТЕХНИКА - TOSHIBA. ✅Професионален ремонт на лаптопи и компютри. ✅Ремонт на матрица или смяна на дисплей на преносими компютри. ✅Ремонт на дънни платки на лаптопи. ✅С.."
"Ремонт и инсталация на компютри и лаптопи",https://www.alo.bg/4676554,,"инсталиране и преинсталиране на софтуерни продукти- Windows, антивирусни програми, драйвъри, офис приложения и конфигуриране на периферни устройства, почистване и профилактика на компютърни системи от.."
"Ремонт на компютри и лаптопи",https://www.alo.bg/8571937,,"Ремонт на компютри и лаптопи по домове и офиси. Профилактика и диагностика. Решение на софтуерни проблеми от различно естество, възстановяване на информация, гаранция за качеството и коректно отношени.."
"99.99 лв Подновяване на СИМ карти и сервизни договори за фискални устройства.",https://www.alo.bg/701665,,"Фирма предлага подновяване на СИМ карти и сервизни договори на касови апарати на пакетна цена от 9 9.99 лв. за 12 м. Посещение на място. Без допълнително заплащане. Спести си време и пари и ни се об.."
"Инсталиране и преинсталиране на лаптопи и компютри с 50% отстъпка от цената!",https://www.alo.bg/9134113,,"Експресно и професионално ИНСТАЛИРАНЕ и ПРЕИНСТАЛИРАНЕ на лаптоп и PC с ОРИГИНАЛЕН ЛИЦЕНЗИРАН WINDOWS 10, 11 с 50% отстъпка. Инсталация на нов лаптоп, преинсталация със запазване на данни. Програми .."
"Почистване на лаптопи и компютри със смяна на термо-паста експресно за 30 минути",https://www.alo.bg/8292275,,"Почистване на лаптопи и компютри със смяна на термо-паста експресно само за 30 минути! Почистването включва: Пре-диагностика със замерване на температурите. Разглобяване и почистване от прах.."
"Светкавично премахване на пароли за влизане в Windows на компютри и лаптопи.",https://www.alo.bg/8289847,,"Забравена парола? Не е проблем! Светкавично премахване на пароли за влизане в Windows всички версии: XP, 7, 8. 8.1, 10, 11. Отключване на MAC OS. Отключване на компютри и лаптопи при неизвестна или .."
"Ремонт на счупени и повредени пантички и корпуси на лаптопи с гаранция от 6 месеца.",https://www.alo.bg/8290134,,"Ремонт на счупени и повредени панти и корпуси на лаптопи. Експресни ремонти на повредени панти и счупени корпуси на лаптопи. Срок за изпълнение (технологично време) - от 12 до 24 часа. Цена спор.."
"Инсталиране на оригинален лицензиран WINDOWS 10 и 11! Бързина, Професионализъм, Опит.",https://www.alo.bg/8106527,,"Имате проблем с лаптопа или компютъра? Сервиз за компютри и лаптопи ”Изток” е правилното място. Експертни СВЕТКАВИЧНИ компютърни услуги и ремонти. Ремонт на лаптопи Ремонт на счупени пантички.."
"Ремонт на компютри и лаптопи в кв. Изток - сервиз Изток",https://www.alo.bg/8486902,,"Светкавични професионални ремонти на лаптопи и компютри. Компютърни сервизни услуги за минути. Ремонт на лаптопи и компютри: ремонт на счупени пантички и пукнати корпуси, смяна на дефектирали комп.."
"Бързо експертно инсталиране на оригинален Windows 10 и 11 на нов лаптоп и компютър",https://www.alo.bg/8091145,,"Светкавично инсталиране на оригинални лицензирани Windows 10 и 11 на нов компютър и лаптоп. Безпрецедентно качество и професионализъм затвърден от многогодишен опит. Време за изпълнение на поръч.."
"Про инсталация, преинсталация, софтуерна поддръжка на Windows OS и консултации: веднага в удобен час",https://www.alo.bg/5638713,,"Професионална инсталация, преинсталация на OS Windows 10, OS Windows 11. /веднага в удобен час, 7 дни в седмицата/; Професионална инсталация, преинсталация на OS Windows 11. /веднага в удобен час,.."
"Про инсталация, преинсталация, софтуерна поддръжка на Linux OS и консултации: веднага в удобен час",https://www.alo.bg/5638673,,"Професионална инсталация, преинсталация на Linux Ubuntu, Debian или друга дистрибуция. /веднага в удобен час, 7 дни в седмицата/; Професионална инсталация на Linux Ubuntu + Windows 10, Windows 11 .."
"Онлайн инсталация, преинсталация, софтуерна поддръжка на Windows OS и консултации: в удобен час",https://www.alo.bg/5638716,,"Онлайн професионална преинсталация на OS Windows 10, OS Windows 11. /веднага в удобен час, 7 дни в седмицата/; Възможност за онлайн инсталация след консултация и малка техническа помощ от потребит.."
"Изработка на уеб сайт и онлайн магазин. Разумни цени :)",https://www.alo.bg/8804419,,"Базова цена за изработката на Уеб сайт или онлайн/електронен магазин е 220лв. Вашият уеб сайт е лицето на Вашата компания онлайн. Притежаването на собствен уеб сайт е задължително за всеки един .."
"Компютърни услуги, ремонт на лаптопи, почистване на вируси, инсталация на Windows",https://www.alo.bg/4985650,,"Здравейте! Като дипломиран IT специалист предлагам следните компютърни, сервизни и консултантски услуги за моите клиенти /граждани и фирми/: - Всякакъв вид ремонт на лаптопи /смяна на дисплеи,.."
"Сервиз на лаптопи | Black Friday -40% | Без почивен ден!",https://www.alo.bg/4752104,,"Отстраняване на проблеми с лаптоп Сервиз за лаптопи Инсталиране на програми и софтуер Запазване на файлове и снимки Почистване на вируси Инсталиране на принтер Редовна профилактика и поддръжка.."
"Компютърен сервиз | Black Friday -40% | Без почивен ден!",https://www.alo.bg/4743557,,"Сервиз на Компютри в Пловдив - Отстраняване на проблеми с компютър - Сервиз за компютри - Инсталиране на програми и софтуер - Запазване на файлове и снимки - Почистване на вируси - Инсталиране н.."
"Бизнес / фирмен уеб сайт",https://www.alo.bg/4245127,,"Изработка и дизайн на бизнес уеб сайт, или както още са известни фирмените уеб сайтове, с използване на най-новите и модерни уеб технологии за постигане на максимално качество за респосив / адаптивен .."
"Поддръжка на уеб сайт",https://www.alo.bg/7110475,,"Поддръжка и развитие на уеб сайт: - техническа поддръжка на сайт - обновяване на уеб сайт - прилагане на ъпдейти свързани с подобряване на сигурността - периодичен бекъп на сорс код (файлове) и б.."
